Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
307383,Clever Fox Cafe,1,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.120642,28.55169,Chinese,900,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,26
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,Continental,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,NorthIndian,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,FastFood,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,StreetFood,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18386746,365 Naturals,1,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,SouthIndian,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18337885,Tpot,1,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Aerocity, New Delhi",77.087897,28.554463,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
310491,4 on 44 Restaurant & Bar,1,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1346226,28.6901424,NorthIndian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,49
310491,4 on 44 Restaurant & Bar,1,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1346226,28.6901424,Chinese,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,49
18337789,Rambhog,1,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1345554,28.6900143,StreetFood,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
18337789,Rambhog,1,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.1345554,28.6900143,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
18222573,Selfie Lounge Restro & Bar,1,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.13477239,28.68990208,NorthIndian,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,64
18222573,Selfie Lounge Restro & Bar,1,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Aggarwal City Mall, Pitampura, New Delhi",77.13477239,28.68990208,Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,64
3370,BTW,1,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1177269,28.7003322,StreetFood,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,167
3370,BTW,1,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1177269,28.7003322,SouthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,167
3370,BTW,1,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1177269,28.7003322,Mithai,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,167
307439,Chilli Pepper,1,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176394,28.7006401,NorthIndian,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,99
307439,Chilli Pepper,1,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176394,28.7006401,Chinese,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,99
1078,Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,Italian,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,125
1078,Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,Pizza,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,125
1078,Pizza Hut,1,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1172629,28.7006935,FastFood,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,125
9340,Puri Bakers,1,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1175742,28.7004868,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,124
9340,Puri Bakers,1,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1175742,28.7004868,FastFood,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,124
306761,Jaiveer Naan & Chaap,1,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176368,28.7004261,NorthIndian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,79
306761,Jaiveer Naan & Chaap,1,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Aggarwal City Plaza, Rohini, New Delhi",77.1176368,28.7004261,FastFood,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,79
7580,Aggarwal's Sweets Paradise,1,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542078,28.52497428,Mithai,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7580,Aggarwal's Sweets Paradise,1,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542078,28.52497428,NorthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7580,Aggarwal's Sweets Paradise,1,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542078,28.52497428,SouthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7580,Aggarwal's Sweets Paradise,1,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542078,28.52497428,StreetFood,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
7584,Bikaner Sweets,1,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542551,28.5253209,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20
7584,Bikaner Sweets,1,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542551,28.5253209,StreetFood,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20
7582,Cafe Coffee Day,1,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25014627,28.52813297,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,23
18351495,Cakeophony By Sonali,1,New Delhi,"Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",0,0,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,19
7594,Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540557,28.5255719,Mithai,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7594,Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540557,28.5255719,NorthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7594,Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540557,28.5255719,SouthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7594,Chandra Sweets,1,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540557,28.5255719,StreetFood,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
7583,Chhotu Mashhoor Kathi Roll,1,New Delhi,"Near Mother Dairy, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25411225,28.52569245,FastFood,150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
7610,Green Chick Chop,1,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24689879,28.52810941,RawMeats,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,35
7610,Green Chick Chop,1,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24689879,28.52810941,NorthIndian,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,35
7610,Green Chick Chop,1,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24689879,28.52810941,FastFood,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,35
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2545694,28.5256646,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,11
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2545694,28.5256646,NorthIndian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,11
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2545694,28.5256646,Italian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,11
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2545694,28.5256646,Mughlai,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,11
7639,Madhuvan Chinese Fast Food,1,New Delhi,"Alaknanda Shopping Complex, Near Gangotri Complex Part B, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2532459,28.52560319,Chinese,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,32
18441545,Mr Wong,1,New Delhi,"Shop 4, Nilgiri Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.249793,28.525675,Chinese,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,10
18441545,Mr Wong,1,New Delhi,"Shop 4, Nilgiri Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.249793,28.525675,Thai,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,10
9971,Mughlai Shahi Rasoi,1,New Delhi,"B-13, DDA Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.253851,28.5253274,NorthIndian,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,23
9971,Mughlai Shahi Rasoi,1,New Delhi,"B-13, DDA Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.253851,28.5253274,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,23
18451572,Mumbai Central Street Food,1,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24780235,28.52774267,StreetFood,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
18451572,Mumbai Central Street Food,1,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24780235,28.52774267,FastFood,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
18451572,Mumbai Central Street Food,1,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.24780235,28.52774267,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7
7593,Neha's Treat,1,New Delhi,"Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2540306,28.5257928,Chinese,450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,42
301440,New Bakers Shoppee,1,New Delhi,"A-12, Alaknanda Shopping Complex, Opposite ICICI Bank, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25402072,28.52553898,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21
301440,New Bakers Shoppee,1,New Delhi,"A-12, Alaknanda Shopping Complex, Opposite ICICI Bank, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25402072,28.52553898,FastFood,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,21
7585,Pant  Ice Cream Parlour,1,New Delhi,"A-17, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25401971,28.52572397,Desserts,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,16
7585,Pant  Ice Cream Parlour,1,New Delhi,"A-17, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25401971,28.52572397,IceCream,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,16
306531,PM 2 AM Food Bank,1,New Delhi,"1st Floor, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25118,28.52757,NorthIndian,500,Indian Rupees(Rs.),No,Yes,Yes,No,2,2.5,Orange,Average,37
18354658,Punjabi Chaap Corner,1,New Delhi,"Shop 6, GF, Plot 2, NRI Colony, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2542022,28.533376,NorthIndian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
